place,fips,date,dissolved_o2,water_temp
Fairfax County,51059,2008-03-05,9.4,12.7
Fairfax County,51059,2008-04-07,10.649999999999999,12.2
Fairfax County,51059,2008-04-09,10.8,10.2
Fairfax County,51059,2008-04-14,9.4,13.95
Fairfax County,51059,2008-04-22,8.149999999999999,15.25
Fairfax County,51059,2008-04-24,8.68,18.4
Fairfax County,51059,2008-05-05,9.77142857142857,21.283333333333335
Fairfax County,51059,2008-05-14,9.2,13.4
Fairfax County,51059,2008-05-20,9.3,16.9
Fairfax County,51059,2008-05-22,9.9,17.733333333333334
Fairfax County,51059,2008-06-02,7.35,23.65
Fairfax County,51059,2008-06-03,6.933333333333334,23.450000000000003
Fairfax County,51059,2008-06-04,7.7,22.4
Fairfax County,51059,2008-06-17,7.800000000000001,26.7
Fairfax County,51059,2008-06-19,8.283333333333333,25.6
Fairfax County,51059,2008-07-01,9.55,27.75
Fairfax County,51059,2008-07-09,6.3,23.3
Fairfax County,51059,2008-07-14,5.425,27.866666666666667
Fairfax County,51059,2008-07-15,8.655555555555555,29.055555555555557
Fairfax County,51059,2008-07-29,8.5,27.6
Fairfax County,51059,2008-08-04,9.525,28.8
Fairfax County,51059,2008-08-06,6.1,23.2
Fairfax County,51059,2008-08-11,NaN,25.6
Fairfax County,51059,2008-08-19,9.866666666666667,28.316666666666666
Fairfax County,51059,2008-08-26,7.45,26
Fairfax County,51059,2008-09-03,6.2,20.6
Fairfax County,51059,2008-09-08,3.8499999999999996,22.45
Fairfax County,51059,2008-09-23,8.922222222222222,23.32
Fairfax County,51059,2008-10-01,7.7,17.9
Fairfax County,51059,2008-10-06,9,20.049999999999997
Fairfax County,51059,2008-10-07,10.9,19.15
Fairfax County,51059,2008-10-14,8.58,21.4
Fairfax County,51059,2008-10-21,10.2,14.850000000000001
Fairfax County,51059,2008-10-28,10.1,11.6
Fairfax County,51059,2008-11-03,9.825,12.333333333333334
Fairfax County,51059,2008-11-05,8.3,12.4
Fairfax County,51059,2008-12-03,11.4,3.4
Fairfax County,51059,2009-01-12,11.133333333333333,5.033333333333333
Fairfax County,51059,2009-01-14,12.6,0.5
Fairfax County,51059,2009-02-02,12.633333333333333,4.15
Fairfax County,51059,2009-02-24,13.4,0.5
Fairfax County,51059,2009-03-05,NaN,NaN
Fairfax County,51059,2009-03-12,10.7,7.5
Fairfax County,51059,2009-03-30,11.7,13.55
Fairfax County,51059,2009-04-07,9.75,10.95
Fairfax County,51059,2009-04-08,10.8,8.8
Fairfax County,51059,2009-04-13,10.533333333333333,12.1
Fairfax County,51059,2009-04-29,9.6,21.700000000000003
Fairfax County,51059,2009-05-04,8.6,14
Fairfax County,51059,2009-05-05,7.65,15.65
Fairfax County,51059,2009-05-07,8.2,16
Fairfax County,51059,2009-05-11,8.850000000000001,18.5
Fairfax County,51059,2009-05-26,7,24.55
Fairfax County,51059,2009-06-01,10.725,23.75
Fairfax County,51059,2009-06-03,7.8,19.9
Fairfax County,51059,2009-06-08,8.966666666666667,23.7
Fairfax County,51059,2009-06-23,9.05,25.6
Fairfax County,51059,2009-07-06,11.2,25.175
Fairfax County,51059,2009-07-07,NaN,26.4
Fairfax County,51059,2009-07-09,7.4,20.3
Fairfax County,51059,2009-07-21,11.45,26.9
Fairfax County,51059,2009-08-03,8.425,27.6
Fairfax County,51059,2009-08-04,10.2,29.3
Fairfax County,51059,2009-08-06,6.5,23.3
Fairfax County,51059,2009-08-18,9.55,29.55
Fairfax County,51059,2009-09-01,9.149999999999999,24.4
Fairfax County,51059,2009-09-02,7.1,18.5
Fairfax County,51059,2009-09-14,9.76,22.583333333333332
Fairfax County,51059,2009-09-29,NaN,NaN
Fairfax County,51059,2009-10-06,9.45,19.566666666666666
Fairfax County,51059,2009-10-07,7.8,16.4
Fairfax County,51059,2009-10-13,9.8,16.45
Fairfax County,51059,2009-10-27,9.25,15.55
Fairfax County,51059,2009-11-04,9.6,9.6
Fairfax County,51059,2009-12-02,11.5,6.5
Fairfax County,51059,2010-01-06,13.8,0.1
Fairfax County,51059,2010-02-04,13.3,0.5
Fairfax County,51059,2010-03-01,13.033333333333333,6.233333333333333
Fairfax County,51059,2010-03-04,13.7,4.2
Fairfax County,51059,2010-04-05,11.54,17.62
Fairfax County,51059,2010-04-08,8.8,18.6
Fairfax County,51059,2010-05-13,8.68,17.025
Fairfax County,51059,2010-06-10,9,20.4
Fairfax County,51059,2010-06-14,9.75,28.65
Fairfax County,51059,2010-07-08,6.1,26.3
Fairfax County,51059,2010-07-19,9,30.4
Fairfax County,51059,2010-08-12,6,26.1
Fairfax County,51059,2010-08-23,7.6,28.4
Fairfax County,51059,2010-09-09,6.2,20.4
Fairfax County,51059,2010-09-20,10.225,23.9
Fairfax County,51059,2010-10-05,9.8,13.3
Fairfax County,51059,2010-11-03,11,8
Fairfax County,51059,2010-12-08,13.5,0.8
Fairfax County,51059,2011-01-06,14.1,0.2
Fairfax County,51059,2011-02-03,13.8,1.2
Fairfax County,51059,2011-03-03,12.9,4.8
Fairfax County,51059,2011-03-14,11.12,9.2
Fairfax County,51059,2011-04-05,8.9,13.8
Fairfax County,51059,2011-04-07,11.833333333333334,12.825
Fairfax County,51059,2011-05-02,10.271428571428572,18.025
Fairfax County,51059,2011-05-05,9.3,13.2
Fairfax County,51059,2011-05-23,9.5,22.833333333333332
Fairfax County,51059,2011-06-07,9.84,26.18
Fairfax County,51059,2011-06-09,6.6,23.8
Fairfax County,51059,2011-07-06,5.9,23.7
Fairfax County,51059,2011-07-27,11.9,30.75
Fairfax County,51059,2011-08-01,5.2,25.3
Fairfax County,51059,2011-08-18,10.32,26.95
Fairfax County,51059,2011-09-08,8.1,21
Fairfax County,51059,2011-09-09,8,21.6
Fairfax County,51059,2011-09-26,9.8,24.033333333333335
Fairfax County,51059,2011-10-12,8.9,16.3
Fairfax County,51059,2011-10-19,9.05,16.5
Fairfax County,51059,2011-11-01,11.2,8.1
Fairfax County,51059,2011-11-09,13,8.6
Fairfax County,51059,2011-11-28,10.016666666666667,11.016666666666666
Fairfax County,51059,2011-12-07,9.48,12.99
Fairfax County,51059,2011-12-08,10.835,7.959999999999999
Fairfax County,51059,2011-12-15,13.33,5.76
Fairfax County,51059,2012-01-05,14.15,1.41
Fairfax County,51059,2012-01-12,11.115,6.665
Fairfax County,51059,2012-01-17,13.31,3.69
Fairfax County,51059,2012-01-30,12.652857142857142,5.405714285714286
Fairfax County,51059,2012-02-07,13.04,4.69
Fairfax County,51059,2012-02-16,12.21,6.03
Fairfax County,51059,2012-02-29,12.1,6.74
Fairfax County,51059,2012-03-01,10.82,9.74
Fairfax County,51059,2012-03-12,12.442499999999999,10.3875
Fairfax County,51059,2012-03-15,10.03,13.82
Fairfax County,51059,2012-04-02,11.983333333333334,15.523333333333333
Fairfax County,51059,2012-04-11,9.915,11.3
Fairfax County,51059,2012-04-23,9.92,10.99
Fairfax County,51059,2012-05-01,9.47,14.55
Fairfax County,51059,2012-05-09,8.41,17.54
Fairfax County,51059,2012-05-24,8.11,19.86
Fairfax County,51059,2012-05-29,9.382857142857143,28.118000000000002
Fairfax County,51059,2012-06-05,8.21,18.27
Fairfax County,51059,2012-06-12,7.24,22.35
Fairfax County,51059,2012-06-13,7.81,23.922
Fairfax County,51059,2012-06-14,8.15,20.87
Fairfax County,51059,2012-07-02,5.6,25.17
Fairfax County,51059,2012-07-12,7.08,22.34
Fairfax County,51059,2012-07-23,7.566,29.268
Fairfax County,51059,2012-08-01,5.57,24.43
Fairfax County,51059,2012-08-16,7.31,27.75
Fairfax County,51059,2012-08-27,10.14,26.5025
Fairfax County,51059,2012-09-06,5.57,24.86
Fairfax County,51059,2012-09-13,8.22,17.35
Fairfax County,51059,2012-09-18,7.91,20.875
Fairfax County,51059,2012-09-19,7.995000000000001,19.39
Fairfax County,51059,2012-10-02,8.495000000000001,17.814999999999998
Fairfax County,51059,2012-10-11,9.28,13.28
Fairfax County,51059,2012-10-16,12.1,13
Fairfax County,51059,2012-10-29,9.685,11.63
Fairfax County,51059,2012-10-30,9.995000000000001,9.295
Fairfax County,51059,2012-10-31,10.23,9.91
Fairfax County,51059,2012-11-14,12.4,8.3
Fairfax County,51059,2012-11-15,11.63,7.26
Fairfax County,51059,2012-12-03,12.3025,7.98
Fairfax County,51059,2012-12-06,12,6.1
Fairfax County,51059,2012-12-12,11.48,8.13
Fairfax County,51059,2013-01-10,11.63,7.26
Fairfax County,51059,2013-01-15,10.2,7.5
Fairfax County,51059,2013-01-31,10.030000000000001,9.684999999999999
Fairfax County,51059,2013-02-07,13.6,2.8
Fairfax County,51059,2013-02-14,12.27,4.69
Fairfax County,51059,2013-02-21,13.7,1.4
Fairfax County,51059,2013-02-25,12.875,5.025
Fairfax County,51059,2013-03-07,15.5,3.7
Fairfax County,51059,2013-03-14,11.76,6.56
Fairfax County,51059,2013-03-21,11.9,6.3
Fairfax County,51059,2013-04-09,11.2,15.5
Fairfax County,51059,2013-04-10,9.21,17.07
Fairfax County,51059,2013-04-15,9.05,18.155
Fairfax County,51059,2013-04-23,10.5,12.9
Fairfax County,51059,2013-05-07,NA,14.5
Fairfax County,51059,2013-05-08,9.085,15.25
Fairfax County,51059,2013-05-09,9.31,15.47
Fairfax County,51059,2013-05-13,8.912,17.06
Fairfax County,51059,2013-05-16,8.935,17.345
Fairfax County,51059,2013-06-04,5.23,23.85
Fairfax County,51059,2013-06-13,7.79,21.46
Fairfax County,51059,2013-06-18,7.6,22.2
Fairfax County,51059,2013-06-26,7.2,NA
Fairfax County,51059,2013-07-10,8.9,NA
Fairfax County,51059,2013-07-11,7.43,23.66
Fairfax County,51059,2013-07-15,8.272,28.135
Fairfax County,51059,2013-07-18,8.5,NA
Fairfax County,51059,2013-07-25,7.2,NA
Fairfax County,51059,2013-07-31,7.6,21.7
Fairfax County,51059,2013-08-12,6.5,23.2
Fairfax County,51059,2013-08-13,7.2,NA
Fairfax County,51059,2013-08-14,7.84,22.17
Fairfax County,51059,2013-08-15,8.06,20.38
Fairfax County,51059,2013-08-19,9.795,23.8625
Fairfax County,51059,2013-08-22,8,NA
Fairfax County,51059,2013-09-05,9.8,20.6
Fairfax County,51059,2013-09-12,7.22,22.6
Fairfax County,51059,2013-09-17,8.2,NA
Fairfax County,51059,2013-10-18,8.61,16.32
Fairfax County,51059,2013-10-28,12.1775,12.7575
Fairfax County,51059,2013-11-14,12.48,4.45
Fairfax County,51059,2013-11-19,9.4,NA
Fairfax County,51059,2013-11-26,12.135,4.08
Fairfax County,51059,2013-11-27,11.99,4.92
Fairfax County,51059,2013-12-05,11.2,NA
Fairfax County,51059,2013-12-12,12.97,2.2
Fairfax County,51059,2013-12-19,11,4.5525
Fairfax County,51059,2014-01-09,14.5,NA
Fairfax County,51059,2014-01-15,12.03,5.79
Fairfax County,51059,2014-02-03,12.760000000000002,3.0700000000000003
Fairfax County,51059,2014-02-11,14.05,0.48
Fairfax County,51059,2014-02-19,13.2,NA
Fairfax County,51059,2014-02-20,13.2,3.3049999999999997
Fairfax County,51059,2014-03-05,14.5,NA
Fairfax County,51059,2014-03-13,11.82,5.89
Fairfax County,51059,2014-03-19,12.7,NA
Fairfax County,51059,2014-03-24,12.305,6.216666666666667
Fairfax County,51059,2014-03-31,11.785,5.53
Fairfax County,51059,2014-04-02,11.1,NA
Fairfax County,51059,2014-04-09,10.39,10.73
Fairfax County,51059,2014-04-15,8.705,16.314999999999998
Fairfax County,51059,2014-04-16,11.3,NA
Fairfax County,51059,2014-04-30,11.100000000000001,12.085
Fairfax County,51059,2014-05-14,7.9,19.6
Fairfax County,51059,2014-05-15,8.8,17.9
Fairfax County,51059,2014-05-16,9.105,16.405
Fairfax County,51059,2014-05-21,8.645,20.88
Fairfax County,51059,2014-06-03,7.4,NA
Fairfax County,51059,2014-06-12,7.64,21.88
Fairfax County,51059,2014-06-17,7.906,26.092
Fairfax County,51059,2014-06-23,8.2,NA
Fairfax County,51059,2014-07-09,6.4,23.3
Fairfax County,51059,2014-07-10,7.53,22.56
Fairfax County,51059,2014-07-15,7,24.9
Fairfax County,51059,2014-07-16,7.41,23.15
Fairfax County,51059,2014-07-28,7.7,23.6
Fairfax County,51059,2014-07-29,9.495714285714286,26.017142857142858
Fairfax County,51059,2014-08-07,7,22.4
Fairfax County,51059,2014-08-14,8.32,20
Fairfax County,51059,2014-08-18,8.92,25.154
Fairfax County,51059,2014-08-28,6.8,22.1
Fairfax County,51059,2014-09-10,8.17,20.83
Fairfax County,51059,2014-09-11,7.1,21.5
Fairfax County,51059,2014-09-23,7.3,16.6
Fairfax County,51059,2014-09-30,7.62875,21.5
Fairfax County,51059,2014-10-15,8.33,17.89
Fairfax County,51059,2014-10-16,8.13,18.07
Fairfax County,51059,2014-10-21,9.9,16.54
Fairfax County,51059,2014-10-22,8.825,13.715
Fairfax County,51059,2014-11-04,10.848,11.318
Fairfax County,51059,2014-11-12,10.1,11.9
Fairfax County,51059,2014-11-13,9.515,9.385
Fairfax County,51059,2014-11-17,10.594999999999999,7.74
Fairfax County,51059,2014-12-08,12.4,4.4
Fairfax County,51059,2014-12-11,11.925,4.17
Fairfax County,51059,2015-01-05,11.565,5.970000000000001
Fairfax County,51059,2015-01-07,14.4,0.1
Fairfax County,51059,2015-01-14,13.420000000000002,1.23
Fairfax County,51059,2015-02-05,13.6,1.7
Fairfax County,51059,2015-02-12,13.165,3.275
Fairfax County,51059,2015-02-19,14.5,-0.1
Fairfax County,51059,2015-03-09,13.5,3.8
Fairfax County,51059,2015-03-11,12.435,4.365
Fairfax County,51059,2015-03-12,12.395,5.13
Fairfax County,51059,2015-03-16,11.225,8.057500000000001
Fairfax County,51059,2015-03-19,16.4,6.5
Fairfax County,51059,2015-04-06,10.55,13.0775
Fairfax County,51059,2015-04-08,9.425,13.365
Fairfax County,51059,2015-04-09,10.7,10.8
Fairfax County,51059,2015-04-14,8.82,15.45
Fairfax County,51059,2015-04-15,9.684999999999999,13.335
Fairfax County,51059,2015-04-20,9.14,14.785
Fairfax County,51059,2015-04-22,9.8,14.7
Fairfax County,51059,2015-05-04,11.814285714285715,18.63714285714286
Fairfax County,51059,2015-05-06,6.6,19.2
Fairfax County,51059,2015-05-13,7.71,19.225
Fairfax County,51059,2015-05-18,7,21.3
Fairfax County,51059,2015-05-28,7.9,22.3
Fairfax County,51059,2015-06-09,8.845714285714285,23.595714285714287
Fairfax County,51059,2015-06-18,8.16,22.299999999999997
Fairfax County,51059,2015-06-23,7.1,24.4
Fairfax County,51059,2015-06-30,7.9,21.3
Fairfax County,51059,2015-07-09,7.225,23.655
Fairfax County,51059,2015-07-15,8.11,23.045
Fairfax County,51059,2015-07-21,7.5,25.8
Fairfax County,51059,2015-07-30,6.2,24.9
Fairfax County,51059,2015-08-11,7.4,22.9
Fairfax County,51059,2015-08-12,7.265,22.895
Fairfax County,51059,2015-08-20,8.3,24.6
Fairfax County,51059,2015-08-24,10.074285714285715,27.511666666666667
Fairfax County,51059,2015-08-27,6.4,20.2
Fairfax County,51059,2015-09-09,6.675,24.060000000000002
Fairfax County,51059,2015-09-10,6.7,24.6
Fairfax County,51059,2015-09-23,8.2,18.1
Fairfax County,51059,2015-09-30,7.39,21.81
Fairfax County,51059,2015-10-14,8.83,15.02
Fairfax County,51059,2015-10-19,10.071666666666667,13.181666666666667
Fairfax County,51059,2015-11-09,9.825,10.585
Fairfax County,51059,2015-11-10,9.47,11.58
Fairfax County,51059,2015-12-01,10.67,8.59
Fairfax County,51059,2015-12-10,12.149999999999999,5.859999999999999
Fairfax County,51059,2015-12-14,10.858,9.974444444444444
Fairfax County,51059,2015-12-29,10.675,9.29
Fairfax County,51059,2016-01-13,13.235,1.635
Fairfax County,51059,2016-02-10,12.75,3.165
Fairfax County,51059,2016-02-16,13.280000000000001,0.635
Fairfax County,51059,2016-03-09,11.434999999999999,9.895
Fairfax County,51059,2016-04-13,11.219999999999999,12.325
Fairfax County,51059,2016-05-11,9.455,14.185
Fairfax County,51059,2016-05-17,9.75,13.77
Fairfax County,51059,2016-05-23,9.489999999999998,14.42
Fairfax County,51059,2016-06-15,8.25,20.895
Fairfax County,51059,2016-06-17,7.18,21.810000000000002
Fairfax County,51059,2016-07-13,7.695,24.05
Fairfax County,51059,2016-08-10,7.87,23.68
Fairfax County,51059,2016-09-14,6.89,22.205
Fairfax County,51059,2016-09-29,8.555,19.375
Fairfax County,51059,2016-10-12,9.625,12.905
Fairfax County,51059,2016-11-09,9.205,10.735
Fairfax County,51059,2016-11-30,10.245000000000001,8.879999999999999
Fairfax County,51059,2016-12-06,10.99,7.29
Fairfax County,51059,2016-12-07,11.3,7.04
Fairfax County,51059,2016-12-14,12.489999999999998,4.390000000000001
